Model,Cutoff,Observed Sp,Estimated Total Sp,SE,Lower CB,Upper CB,Chi Sq,GOF0,GOF5,AIC,AICc,T1,T2,T3,T4,T5,T6,T7,CV Rare
FourMixedExp,15,862,1553.38497,139.4416171,1340.27537,1899.962066,62.2964509,,0,150.6298598,150.7610073,0.532403458,3.317144991,3.317144991,3.317144991,0.378547314,0.233933462,0.222568119,
FourMixedExp,16,869,1545.744695,119.5534801,1357.024965,1834.219737,57.9347969,,0,151.269492,151.3995733,0.591025689,3.536271599,3.536271599,3.536271599,0.40509101,0.224429958,0.216131141,
FourMixedExp,17,878,1537.407873,103.1723963,1370.13697,1780.271212,60.24793764,,0,157.3548782,157.4836138,0.662726607,3.848123681,3.848123681,3.848123681,0.438861002,0.212863972,0.201868395,
FourMixedExp,18,879,1536.439236,102.0768021,1370.667141,1776.348972,57.82500732,2.35E-08,6.01E-08,155.4503935,155.5789813,0.671095926,3.886541765,3.886541765,3.886541765,0.442769711,0.21057073,0.200026362,
FourMixedExp,19,882,1532.963187,96.32418567,1375.049413,1757.366226,53.63935644,3.17E-07,4.86E-07,154.4015821,154.5297286,0.699739153,4.014872181,4.014872181,4.014872181,0.45576455,0.206343161,0.194608153,
FourMixedExp,20,890,1524.013419,84.80702702,1382.357665,1718.149755,62.64693635,1.76E-08,3.73E-05,164.5242348,164.651219,0.775286973,4.388717091,4.388717091,4.388717091,0.489819923,0.193785146,0.184383849,
FourMixedExp,21,894,1519.792491,80.0773172,1385.001872,1701.773818,59.33533747,1.53E-07,0.000103803,165.7663682,165.892779,0.811637536,4.590803731,4.590803731,4.590803731,0.505982726,0.188370984,0.178988154,
FourMixedExp,22,898,1515.421556,75.83440711,1386.894208,1686.646052,57.05545181,8.03E-07,0.000117118,167.7407198,167.8665625,0.848845958,4.809557611,4.809557612,4.809557614,0.522124215,0.181961689,0.173331126,
FourMixedExp,23,906,1507.249397,68.91164177,1389.142755,1661.201955,70.8177567,7.18E-09,2.27E-06,180.6087323,180.7334539,0.918913998,5.275203191,5.275203191,5.275203191,0.551638918,0.16988378,0.164546751,
FourMixedExp,24,907,1506.229304,68.15675837,1389.275441,1658.32077,68.29398744,4.23E-08,1.22E-06,179.6832261,179.807809,0.927581175,5.337259269,5.337259269,5.337259269,0.555172388,0.168668258,0.162743302,
FourMixedExp,25,911,1501.832768,65.1380385,1389.521971,1646.526116,66.94307367,1.48E-07,2.48E-05,183.1408702,183.2649013,0.964151976,5.60369573,5.60369573,5.60369573,0.569663193,0.163833525,0.157450644,
FourMixedExp,26,913,1499.545434,63.70518041,1389.457361,1640.752147,63.82410534,9.47E-07,6.21E-05,183.3925474,183.5163043,0.982922306,5.74567389,5.745673891,5.745673892,0.576880862,0.161464813,0.155605513,
FourMixedExp,27,915,1497.091336,62.26641594,1389.2478,1634.813599,61.14663325,4.73E-06,9.55E-05,184.0421114,184.1655955,1.002739767,5.897280716,5.897280717,5.897280718,0.584312565,0.158634276,0.152315593,
FourMixedExp,28,917,1494.490155,60.84087556,1388.883115,1628.77637,58.90254483,1.87E-05,0.000297764,185.0597839,185.1829962,1.02348612,6.058618427,6.058618429,6.058618433,0.591903303,0.155384327,0.149539883,
FourMixedExp,29,918,1493.096991,60.11434251,1388.634581,1625.638208,57.00970155,6.12E-05,0.000207702,185.0798227,185.2028996,1.034463848,6.144415184,6.14441519,6.144415194,0.595837207,0.154697896,0.146592141,
FourMixedExp,30,921,1488.755375,57.99168767,1387.655464,1616.221977,58.09798261,7.16E-05,0.001428055,189.1852075,189.3078801,1.068442023,6.416771327,6.416771348,6.41677136,0.607715856,0.149837623,0.14264274,
FourMixedExp,31,925,1483.137394,55.46189859,1386.077571,1604.598036,63.73018058,1.87E-05,0.001066993,196.3673639,196.4895013,1.112493097,6.79704669,6.797046818,6.797046868,0.622536471,0.143726038,0.137515197,
FourMixedExp,32,928,1479.070325,42.35516702,1402.984746,1569.521249,64.49297765,2.45E-05,0.000204522,200.6435238,200.7652629,1.144467672,7.094536571,7.094537027,7.094537122,0.632872357,0.138608552,0.133819054,
FourMixedExp,33,929,1477.682206,56.04597666,1379.84619,1600.717596,62.59309101,7.44E-05,0.000122177,200.996651,201.118258,1.155340455,7.19858065,7.198581126,7.198581355,0.636297775,0.137867504,0.132797594,
FourMixedExp,37,930,1475.777336,54.61998643,1380.191477,1595.394919,61.3313793,0.0006333,0.000286128,202.3031231,202.4245982,1.169793553,7.326748286,7.326749593,7.326750093,0.640737167,0.136662369,0.131334867,
FourMixedExp,39,931,1473.665695,54.20575133,1378.770649,1592.335205,60.49112583,0.00171024,0.000439726,204.0135593,204.1349027,1.185708455,7.467038928,7.467042172,7.467044113,0.645538399,0.135338987,0.129358673,
FourMixedExp,41,934,1467.021925,51.9293619,1375.819116,1580.357596,73.71732763,9.33E-05,0.002034656,213.5047801,213.6257304,1.235854285,7.924507911,7.92458078,7.924604711,0.660171425,0.129466902,0.12501961,
FourMixedExp,42,935,1464.853975,51.18518857,1374.861686,1576.450531,72.46547024,0.000201938,0.002352064,215.4720387,215.5928586,1.252332485,8.082915507,8.083026589,8.083049113,0.664825034,0.126663224,0.123475464,
FourMixedExp,43,937,1460.534566,49.74760147,1372.888583,1568.781391,75.52629271,0.000127045,0.002654541,220.894848,221.0154077,1.285316916,8.411765159,8.411916669,8.4119353,0.67390998,0.121971003,0.120332331,
FourMixedExp,44,938,1458.388234,49.06469673,1371.86108,1565.049113,74.35714073,0.000261694,0.004099607,222.9578394,223.0782695,1.301789687,8.58217694,8.582356376,8.582365839,0.678333195,0.11867521,0.119054057,
FourMixedExp,46,939,1456.091684,48.35968352,1370.722725,1561.119161,73.66909018,0.000659387,0.002896988,225.334987,225.4552877,1.319404856,8.765613221,8.765832131,8.765839948,0.682980209,0.116250872,0.118153829,
FourMixedExp,47,941,1451.564223,47.02605465,1368.39389,1553.511482,78.76069922,0.000246547,0.001483509,231.5094761,231.629519,1.354359962,9.144790303,9.145122134,9.145122134,0.691956008,0.096504501,0.121996572,
FourMixedExp,48,943,1475.199756,64.14836623,1365.162965,1618.394607,81.22276821,0.000184708,0.003341295,237.0957972,237.2155833,1.029968084,2.429727262,10.0391936,10.0391936,0.478319182,0.259657255,0.14851051,
FourMixedExp,49,945,1476.806437,82.23895133,1340.87876,1666.936181,84.22266131,0.00011961,0.002106804,242.7514373,242.8709677,1.0284568,2.672904259,10.64547738,10.64547738,0.492408497,0.262966057,0.135101003,
FourMixedExp,50,946,1477.483752,81.24438881,1342.890319,1664.908633,82.86807788,0.000248889,9.49E-05,244.8696474,244.9890504,1.027550624,2.779856838,10.96024161,10.96024161,0.49721635,0.266180024,0.128543926,
FourMixedExp,51,948,1478.667261,79.72801099,1346.116037,1661.981308,85.96355138,0.000158153,0.001944388,250.4587074,250.5778563,1.025282007,2.965734066,11.60747786,11.60747786,0.503879081,0.274056148,0.118194055,
FourMixedExp,53,949,1479.191994,61.87221362,1372.439945,1616.542264,84.87001177,0.000424801,0.000929536,252.7043316,252.8233539,1.02472386,3.057007011,11.9561004,11.9561004,0.507005325,0.277993241,0.113419763,
FourMixedExp,54,950,1479.67532,78.19833028,1349.211038,1658.880698,83.95293232,0.000742271,0.000364572,254.9827208,255.1016168,1.024218261,3.142958372,12.31490946,12.31490946,0.509711692,0.281977372,0.109050935,
FourMixedExp,55,952,1480.545032,73.5726693,1356.586366,1647.594946,88.19199342,0.00036265,0.00091492,260.8632717,260.9819157,1.022662743,3.290193869,13.04160545,13.04160545,0.513469326,0.289987885,0.097096733,
FourMixedExp,56,953,1480.941151,75.17594157,1354.682912,1652.144164,87.21124435,0.000640685,0.00242821,263.0813972,263.1999157,1.021679028,3.353077642,13.40800075,13.40800075,0.514731954,0.293865198,0.089260172,
FourMixedExp,58,954,1481.299164,60.68106948,1376.286368,1615.618596,86.55694073,0.001386237,0.002398429,265.4684123,265.5868056,1.021390702,3.420987111,13.80098678,13.80098678,0.516422019,0.297417841,0.086816369,
FourMixedExp,61,956,1481.894403,73.28801074,1358.290609,1648.139274,93.0836213,0.000756294,0.000540376,272.0799992,272.1981426,1.0225138,3.567104576,14.66584496,14.66584496,0.520646875,0.303722898,0.082684222,
FourMixedExp,62,958,1482.432643,64.49533942,1371.657552,1626.225013,98.43922365,0.00029079,0.000109568,278.4604515,278.5783463,1.022412886,3.680200562,3.680200661,15.51666148,0.523066042,0.191202421,0.118431301,
FourMixedExp,67,960,1482.792151,68.20256816,1366.526087,1635.939077,105.8877921,0.000238216,0.000362248,285.5878876,285.7055347,1.024989885,3.815482261,3.815482432,16.50401659,0.527044893,0.194754042,0.119682419,
FourMixedExp,68,961,1482.958071,77.11573781,1353.872595,1659.131285,105.2265202,0.000377198,0.000564038,288.3845175,288.5020411,1.025865888,3.872707451,3.872707595,16.9939727,0.528496059,0.192279077,0.124396097,
FourMixedExp,74,962,1483.01418,72.12931355,1361.032602,1646.209503,105.6953491,0.001804452,0.000901545,291.7284637,291.8458641,1.028691988,3.952787496,3.952787702,17.58477322,0.531265698,0.194618908,0.123851787,
FourMixedExp,75,964,1483.115933,70.82169973,1363.020433,1642.941783,115.7813193,0.000270959,0.000320811,299.5829944,299.7001492,1.033134052,4.088326493,4.088326739,18.75332938,0.535475156,0.186077247,0.135757201,
FourMixedExp,78,965,1483.12743,69.79660387,1364.520774,1640.325959,115.8364365,0.000621742,0.004122558,302.9206268,303.0376591,1.035541586,4.154606959,4.154607295,19.36859874,0.537526641,0.191330405,0.13195767,
FourMixedExp,83,968,1482.974149,67.33554023,1367.975702,1633.911497,149.6251437,9.86E-07,0.000463558,317.1285012,317.2451678,1.044086569,4.3565426,4.356542991,21.38692422,0.543909667,0.181312189,0.145402485,
FourMixedExp,84,969,1482.948974,66.9462009,1368.524917,1632.900792,148.1078914,2.07E-06,0.005700967,320.4869583,320.6035035,1.046054588,4.408526625,4.408527148,22.03587658,0.545296938,0.185054423,0.142694768,
FourMixedExp,85,970,1482.927879,66.82872437,1368.677763,1632.583139,146.8167454,4.02E-06,0.005669942,323.8093806,323.9258047,1.047803261,4.455996866,4.455997395,22.68196254,0.546487005,0.184045748,0.1446652,
FourMixedExp,87,972,1482.881012,64.95080477,1371.414139,1627.800742,154.8405676,1.06E-06,0.000772443,331.824628,331.9408106,1.050980465,4.542258818,4.542259407,23.98337627,0.54852098,0.183977548,0.146420784,
FourMixedExp,99,973,1482.678243,68.49947667,1365.981033,1636.585682,155.495884,3.96E-05,0.00382404,335.9243589,336.0404211,1.054834153,4.611381706,4.611382394,24.82656707,0.550799505,0.185347493,0.145426797,
FourMixedExp,101,974,1482.472519,65.29636424,1370.504745,1628.277329,156.2883584,5.81E-05,0.001904545,340.0246028,340.1405449,1.05852607,4.676980329,4.676981074,25.68164628,0.55290347,0.181437512,0.149650797,
FourMixedExp,111,975,1482.127251,63.57719463,1372.73205,1623.629457,159.2930157,0.000398435,0.002819298,344.7145862,344.8304083,1.063811455,4.760744164,4.760745999,26.69825141,0.555827352,0.191526537,0.139550755,
FourMixedExp,114,976,1481.77152,67.01608888,1367.282912,1631.948261,162.3483104,0.000448742,0.002824192,349.4346315,349.550334,1.06898272,4.841635107,4.841637618,27.74257032,0.558586038,0.190001125,0.141000623,
FourMixedExp,119,977,1481.375045,82.44833589,1344.939134,1671.776297,166.0563117,0.000694392,0.000941371,354.3164964,354.4320795,1.074425174,4.924446751,4.924450564,28.85071297,0.561396949,0.18836237,0.142443239,
FourMixedExp,121,978,1480.991979,66.87620249,1366.734948,1630.846025,169.4086774,0.000588484,0.005262353,359.144208,359.2596719,1.079505856,5.001542091,5.001547865,29.96445223,0.563927147,0.187139506,0.143451975,
FourMixedExp,126,979,1480.57587,69.32647323,1362.74346,1636.68458,173.3561279,0.000851064,0.011473254,364.1120537,364.2273987,1.08478845,5.079860821,5.079869191,31.1385947,0.566483014,0.186166787,0.14410812,
FourMixedExp,128,980,1480.178018,78.1364474,1349.778319,1659.191598,176.9276998,0.000695854,0.009121925,369.0209519,369.1361783,1.089704622,5.152613377,5.152625531,32.31517577,0.568778758,0.185504174,0.144447173,
FourMixedExp,132,981,1479.768609,66.49186178,1366.117942,1628.69882,180.7572154,0.000823149,0.006567845,373.9935359,374.1086438,1.094608774,5.224155797,5.224172155,33.5301254,0.571003889,0.182770693,0.146797615,
FourMixedExp,138,982,1479.321133,72.58425015,1356.825214,1643.869153,185.3819878,0.00125326,0.00520804,379.1354796,379.2504693,1.099791433,5.298018435,5.298034611,34.81871306,0.57330323,0.17654018,0.152540505,
FourMixedExp,139,983,1478.911706,68.23562795,1362.729073,1632.307799,189.2638092,0.000805124,0.004679408,384.1547186,384.2695904,1.10445112,5.364688828,5.36471805,36.08674288,0.575292442,0.178744765,0.149882086,
FourMixedExp,145,984,1478.469692,66.17556262,1365.327731,1626.651708,193.8951328,0.001209403,0.008534146,389.3267026,389.4414567,1.109345846,5.43327148,5.433301194,37.42486585,0.577341773,0.173888568,0.154194079,
FourMixedExp,146,985,1478.066271,66.68911628,1364.180743,1627.565746,197.8255304,0.000776541,0.01556333,394.3802735,394.4949102,1.113750034,5.495219956,5.495262349,38.74011222,0.579114776,0.173470773,0.154106181,
FourMixedExp,157,986,1477.569971,63.19468582,1368.882218,1618.28157,203.8771976,0.002267567,0.008938756,399.8185821,399.9331015,1.119002138,5.566328976,5.566447704,40.21207264,0.581230844,0.182213709,0.144664228,
FourMixedExp,163,987,1477.053416,62.54711428,1369.349904,1616.163586,210.3913179,0.002423817,0.007607451,405.3638152,405.4782177,1.124356869,5.637834426,5.638043735,41.7472609,0.583341734,0.185126046,0.140990845,
FourMixedExp,166,988,1476.556429,66.08249752,1363.613875,1624.580207,216.3985303,0.001677082,0.011029243,410.8665752,410.9808609,1.129429036,5.705274177,5.705590803,43.2900654,0.585279093,0.185098641,0.14026753,
FourMixedExp,168,989,1476.090384,63.32616303,1367.25067,1617.186222,221.7380842,0.001071049,0.017313007,416.2860391,416.4002084,1.134124869,5.767648938,5.768050197,44.82172547,0.587010504,0.182086442,0.142561091,
FourMixedExp,169,990,1475.665245,63.4877842,1366.597334,1617.182408,226.3174366,0.000635419,0.014184686,421.5868472,421.7009001,1.138366564,5.824135311,5.824651505,46.32420873,0.588511844,0.181535259,0.142445115,
FourMixedExp,174,991,1475.234315,63.06034096,1366.817127,1615.695499,231.2274307,0.000737974,0.015666365,426.9449856,427.0589225,1.142610291,5.880096247,5.880741794,47.86694718,0.589984266,0.187126834,0.136156658,
FourMixedExp,181,992,1474.777016,62.6076614,1367.049999,1614.121281,236.9079728,0.001072586,0.008828528,432.4345971,432.5484182,1.147048797,5.937748599,5.93846024,49.48268274,0.591508341,0.189659597,0.132861962,
FourMixedExp,190,993,1474.276191,61.66408353,1367.978033,1611.280798,243.7972867,0.001775196,0.003249083,438.1200638,438.2337694,1.151838326,5.998852144,5.999640352,51.20299256,0.593146423,0.186834264,0.134831119,
FourMixedExp,192,994,1473.807363,61.37053728,1367.963749,1610.096557,249.9278932,0.001036612,0.014042924,443.7198097,443.8334,1.156281303,6.055475321,6.056355595,52.90628429,0.594612192,0.186247453,0.134603104,
FourMixedExp,195,995,1473.358909,61.01443745,1368.063776,1608.776716,255.6936305,0.000746229,0.019141605,449.2774257,449.3909009,1.160494349,6.109008697,6.109984743,54.60913034,0.595958704,0.185928951,0.134128725,
FourMixedExp,209,996,1472.825727,59.80457724,1369.371362,1605.255824,263.876913,0.002234549,0.007946034,455.1827834,455.2961437,1.165432452,6.170279358,6.171444342,56.49363562,0.597567454,0.190946041,0.128154586,
FourMixedExp,211,997,1472.326446,60.29290522,1368.147947,1605.985374,271.093942,0.001156712,0.005510872,460.994608,461.1078538,1.170020126,6.227113579,6.228514062,58.35696679,0.599009532,0.194231028,0.123960676,
FourMixedExp,217,999,1471.369659,60.4712404,1366.949003,1605.504725,318.2171709,2.04E-06,0.003056894,473.9465457,474.0595629,1.178711224,6.333958655,6.336192156,62.1170324,0.601633267,0.194125527,0.122289886,
FourMixedExp,265,1000,1470.555732,59.28537364,1367.949383,1601.774882,335.3064097,0.00084098,0.012907065,480.9979665,481.1108698,1.185948106,6.418372944,6.423302442,64.68754107,0.603999187,0.203116374,0.111798113,
LogTransfWLR,5,665,1303.259735,105.057971,1156.762968,1586.659387,7.686925132,0.052945095,,,,-0.090572143,0.332755684,5.66354602,,,,,
LogTransfWLR,6,716,1334.679603,90.47389576,1198.868116,1563.239794,11.86202292,0.018407337,,,,-0.189156159,0.393600859,4.431798857,,,,,
LogTransfWLR,7,742,1288.90593,79.31789867,1170.329941,1490.029153,17.32499983,0.00392294,,,,-0.042083628,0.310944995,5.461001664,,,,,
LogTransfWLR,8,770,1289.572107,67.64588447,1184.307294,1454.957605,17.49984919,0.007611554,,,,-0.044386833,0.312139415,4.369465925,,,,,
LogTransfWLR,9,783,1266.603,62.71803787,1169.163886,1420.167457,35.46433725,9.15E-06,,,,0.038256844,0.272153565,4.829982777,,,,,
LogTransfWLR,10,806,1274.28242,58.84388044,1180.979927,1415.686131,32.98515588,6.20E-05,,,,0.009859202,0.285122727,4.275905542,,,,,
LogTransfWLR,11,818,1254.639794,55.05964389,1167.482642,1387.153106,54.90394383,,,,,0.08416753,0.252872033,4.691709795,,,,,
LogTransfWLR,12,831,1250.706994,50.50372853,1169.588028,1370.627559,65.71364667,,,,,0.099732603,0.246424806,4.221601517,,,,,
LogTransfWLR,13,840,1241.509448,47.21868963,1165.221608,1353.021703,95.564126,,,,,0.137108912,0.231583591,4.128083585,,,,,
LogTransfWLR,14,856,1242.234494,44.52559438,1169.461112,1346.259679,98.98842696,,,,,0.134111265,0.232729004,3.754719135,,,,,
LogTransfWLR,15,862,1229.052743,43.88199717,1157.879722,1332.31094,168.8362215,,,,,0.190065212,0.21211388,4.309152527,,,,,
LogTransfWLR,16,869,1226.502516,41.69905528,1158.368263,1323.949944,198.3929842,,,,,0.201261453,0.20812543,4.021521549,,,,,
LogTransfWLR,17,878,1223.506688,39.59337704,1158.366695,1315.44031,235.427042,,,,,0.214576169,0.203525263,3.782826149,,,,,
LogTransfWLR,18,879,1218.671511,39.66763371,1153.683468,1311.14101,311.1861217,,,,,0.236446854,0.196185637,4.0455402,,,,,
LogTransfWLR,19,882,1219.065309,38.63121606,1155.45794,1308.69835,365.5005408,,,,,0.234647607,0.19677447,3.796132099,,,,,
LogTransfWLR,20,890,1219.078511,37.34605858,1157.228649,1305.258578,520.0062552,,,,,0.234587345,0.196793763,3.572831399,,,,,
LogTransfWLR,21,894,1210.422728,36.37301713,1150.326507,1294.543693,546.3397404,,,,,0.274899007,0.184153014,3.8073062,,,,,
LogTransfWLR,22,898,1206.8213,35.13280002,1148.60241,1287.848967,669.5240409,,,,,0.29216237,0.178848429,3.71279614,,,,,
LogTransfWLR,23,906,1205.108277,33.88032027,1148.703815,1282.907369,847.9227034,,,,,0.300479488,0.176341857,3.545810513,,,,,
LogTransfWLR,24,907,1200.359485,33.89588461,1144.151658,1278.483951,992.5518434,,,,,0.323904326,0.169416632,3.807448073,,,,,
LogTransfWLR,25,911,1200.647268,33.25184278,1145.3187,1277.041606,1540.739582,,,,,0.322469028,0.169833525,3.636000248,,,,,
LogTransfWLR,26,913,1196.246523,32.56095124,1142.078042,1271.067206,1637.515098,,,,,0.344645866,0.163496399,3.694752835,,,,,
LogTransfWLR,27,915,1194.120722,31.80928762,1141.094952,1267.074435,2200.086236,,,,,0.355537262,0.160432384,3.607466248,,,,,
LogTransfWLR,28,917,1191.918937,31.09514163,1139.98908,1263.112511,2992.30177,,,,,0.366944428,0.157270385,3.532600347,,,,,
LogTransfWLR,29,918,1189.630576,30.57202724,1138.533712,1259.57404,4034.157057,,,,,0.378939663,0.153991906,3.505127464,,,,,
LogTransfWLR,30,921,1189.20575,30.00882403,1138.920193,1257.693393,9939.586181,,,,,0.381182459,0.153386988,3.378465592,,,,,
LogTransfWLR,31,925,1185.864443,29.18218167,1136.886729,1252.366255,9425.113488,,,,,0.398999902,0.148641532,3.345563006,,,,,
LogTransfWLR,32,928,1181.348203,28.50092354,1133.521142,1246.306842,6039.861171,,,,,0.423598547,0.142172982,3.408891896,,,,,
LogTransfWLR,33,929,1178.602896,28.14432169,1131.39384,1242.773896,6596.409824,,,,,0.438852621,0.138213098,3.45388248,,,,,
UnTransfWLR,5,665,1447.428126,318.1961669,1127.686773,2567.836068,12.68866057,0.005360578,,,,0.619093848,0.572353133,4.50123493,,,,,
UnTransfWLR,6,716,1546.013031,481.1042667,1123.587301,3412.304721,36.72862728,,,,,0.507313899,0.662242426,4.908858998,,,,,
UnTransfWLR,7,742,1474.636055,292.7178521,1155.986663,2444.222095,67.55057755,,,,,0.583605052,0.602754111,3.876371744,,,,,
UnTransfWLR,8,770,1519.787969,332.7109094,1164.823525,2639.204924,90.01732765,,,,,0.532909602,0.641205239,3.598846998,,,,,
UnTransfWLR,9,783,1471.576533,243.7887073,1181.671515,2224.101786,139.7246632,,,,,0.5873914,0.600695037,3.151758278,,,,,
UnTransfWLR,10,806,1493.418999,268.3512686,1181.9352,2338.181441,247.0170965,,,,,0.561389003,0.619694428,3.213846489,,,,,
UnTransfWLR,11,818,1475.999029,227.2161531,1195.859869,2156.822357,344.5628822,,,,,0.581933961,0.604881134,2.839311162,,,,,
UnTransfWLR,12,831,1492.766792,234.0984346,1203.537579,2192.994002,423.0568362,,,,,0.562132036,0.618990506,2.656950091,,,,,
UnTransfWLR,13,840,1498.580541,224.9792042,1214.429914,2159.271818,494.5392549,,,,,0.555577238,0.623615843,2.397627876,,,,,
UnTransfWLR,14,856,1513.692663,238.2684907,1216.246741,2220.273431,885.8227351,,,,,0.53923293,0.635053224,2.400412086,,,,,
UnTransfWLR,15,862,1466.56458,188.5178816,1217.716408,1999.844287,1546.237823,,,,,0.593701306,0.597203639,2.345977366,,,,,
UnTransfWLR,16,869,1474.110974,189.1398559,1223.232229,2006.938901,1785.909635,,,,,0.584251399,0.603725991,2.224199186,,,,,
UnTransfWLR,17,878,1483.590996,192.6971014,1227.881624,2026.235674,2490.291404,,,,,0.572798092,0.611584976,2.143945454,,,,,
UnTransfWLR,18,879,1359.085452,117.6197752,1192.066501,1671.342278,20747.67184,,,,,0.771404127,0.476001578,2.924463902,,,,,
UnTransfWLR,19,882,1359.625982,115.0528751,1195.04423,1663.08471,25072.23578,,,,,0.770244682,0.476788495,2.774448497,,,,,
UnTransfWLR,20,890,1361.383801,114.5674333,1197.03652,1662.812414,86587.05933,,,,,0.766498109,0.479318261,2.6965537,,,,,
UnTransfWLR,21,894,1361.577098,110.7910238,1201.00555,1650.419843,117580.3422,,,,,0.766088343,0.479593684,2.546773244,,,,,
UnTransfWLR,22,898,1364.233241,109.9641647,1204.162279,1649.805903,165144.6052,,,,,0.760501703,0.483332909,2.439654254,,,,,
UnTransfWLR,23,906,1366.917497,110.4729586,1205.977573,1653.607319,566746.6443,,,,,0.754938105,0.487042524,2.392968048,,,,,
UnTransfWLR,24,907,1324.046567,87.29934015,1192.881828,1544.406794,4370867.458,,,,,0.854815412,0.420677473,2.596238292,,,,,
UnTransfWLR,25,911,1324.367199,86.07097701,1194.534759,1540.849772,8570264.997,,,,,0.85397044,0.421236838,2.5070587,,,,,
UnTransfWLR,26,913,1324.961059,84.39840477,1196.948303,1536.179741,10614714.75,,,,,0.852409826,0.422266448,2.398937556,,,,,
UnTransfWLR,27,915,1325.977644,83.4382252,1198.955102,1534.097507,14954497.96,,,,,0.849751526,0.424014727,2.31209563,,,,,
UnTransfWLR,28,917,1327.002765,82.55737339,1200.890013,1532.285337,24527022.25,,,,,0.847087639,0.425761594,2.23215514,,,,,
UnTransfWLR,29,918,1327.294625,81.12632577,1202.808131,1528.192688,29890395.2,,,,,0.846332261,0.426255611,2.146665927,,,,,
UnTransfWLR,30,921,1327.688639,80.28535808,1204.145966,1525.995426,144797011.4,,,,,0.845314627,0.426919479,2.08737806,,,,,
UnTransfWLR,31,925,1329.293042,80.15300567,1205.760766,1526.990201,537664289.5,,,,,0.841196031,0.429600077,2.040211234,,,,,
UnTransfWLR,32,928,1331.050962,79.73368109,1207.855875,1527.263131,917140552.9,,,,,0.83672918,0.432501052,1.97971218,,,,,
UnTransfWLR,33,929,1329.65901,77.67543068,1209.02643,1519.91063,1153436792,,,,,0.840262185,0.430211223,1.91646189,,,,,
GoodTuring,4,623,1183.977612,21.57782471,1146.308889,1231.344533,,,,,,,,,,,,,
GoodTuring,5,665,1160.457317,19.13130575,1127.123824,1202.531278,,,,,,,,,,,,,
GoodTuring,6,716,1136.404402,16.70342691,1107.394006,1173.25139,,,,,,,,,,,,,
GoodTuring,7,742,1125.632029,15.63731697,1098.527398,1160.193074,,,,,,,,,,,,,
GoodTuring,8,770,1114.672043,14.56806548,1089.485056,1146.948306,,,,,,,,,,,,,
GoodTuring,9,783,1109.707132,14.08942166,1085.381127,1140.963878,,,,,,,,,,,,,
GoodTuring,10,806,1101.160852,13.26992968,1078.312065,1130.676135,,,,,,,,,,,,,
GoodTuring,11,818,1096.873023,12.85931442,1074.765619,1125.517353,,,,,,,,,,,,,
GoodTuring,12,831,1092.259319,12.41911589,1070.948155,1119.971856,,,,,,,,,,,,,
GoodTuring,13,840,1089.081164,12.11659244,1068.318087,1116.154507,,,,,,,,,,,,,
GoodTuring,14,856,1083.607898,11.59344321,1063.793333,1109.576979,,,,,,,,,,,,,
GoodTuring,15,862,1081.604238,11.40134099,1062.138272,1107.168278,,,,,,,,,,,,,
GoodTuring,16,869,1079.234036,11.17482396,1060.179759,1104.321327,,,,,,,,,,,,,
GoodTuring,17,878,1076.216233,10.88573767,1057.687794,1100.695724,,,,,,,,,,,,,
GoodTuring,18,879,1075.875039,10.85316096,1057.405945,1100.286156,,,,,,,,,,,,,
GoodTuring,19,882,1074.805266,10.75191803,1056.521003,1099.004399,,,,,,,,,,,,,
GoodTuring,20,890,1071.958552,10.48173599,1054.167823,1095.592419,,,,,,,,,,,,,
GoodTuring,21,894,1070.552137,10.34754481,1053.006591,1093.905379,,,,,,,,,,,,,
GoodTuring,22,898,1069.134519,10.21224153,1051.836404,1092.205118,,,,,,,,,,,,,
GoodTuring,23,906,1066.356954,9.945031054,1049.547397,1088.869358,,,,,,,,,,,,,
GoodTuring,24,907,1066.011298,9.911663567,1049.262774,1088.454041,,,,,,,,,,,,,
GoodTuring,25,911,1064.604967,9.776175446,1048.104543,1086.76523,,,,,,,,,,,,,
GoodTuring,26,913,1063.89616,9.707857679,1047.520931,1085.914125,,,,,,,,,,,,,
GoodTuring,27,915,1063.174227,9.638444037,1046.926347,1085.047808,,,,,,,,,,,,,
GoodTuring,28,917,1062.440757,9.56803978,1046.322174,1084.168074,,,,,,,,,,,,,
GoodTuring,29,918,1062.06639,9.532220641,1046.013669,1083.7194,,,,,,,,,,,,,
GoodTuring,30,921,1060.930738,9.423573095,1045.07794,1082.358574,,,,,,,,,,,,,
GoodTuring,31,925,1059.435166,9.279413127,1043.84753,1080.564148,,,,,,,,,,,,,
GoodTuring,32,928,1058.329022,9.171960639,1042.938943,1079.235179,,,,,,,,,,,,,
GoodTuring,33,929,1057.957883,9.135873294,1042.634188,1078.789261,,,,,,,,,,,,,
GoodTuring,37,930,1057.540764,9.096435941,1042.290125,1078.291079,,,,,,,,,,,,,
GoodTuring,39,931,1057.105182,9.055644754,1041.930318,1077.771929,,,,,,,,,,,,,
GoodTuring,41,934,1055.770209,8.930675687,1040.827786,1076.181359,,,,,,,,,,,,,
GoodTuring,42,935,1055.32899,8.889031673,1040.463962,1075.654902,,,,,,,,,,,,,
GoodTuring,43,937,1054.447032,8.805417769,1039.737373,1074.601792,,,,,,,,,,,,,
GoodTuring,44,938,1054.006651,8.763472862,1039.374917,1074.075544,,,,,,,,,,,,,
