Model,Cutoff,Observed Sp,Estimated Total Sp,SE,Lower CB,Upper CB,Chi Sq,GOF0,GOF5,AIC,AICc,T1,T2,T3,T4,T5,T6,T7,CV Rare
TwoMixedExp,31,925,1483.135468,55.47590572,1386.053965,1604.630185,63.73003451,0.000133101,0.010000918,188.3673639,188.3934226,1.112504788,6.79708037,0.622539198,,,,,
TwoMixedExp,32,928,1479.068483,53.79682635,1384.688999,1596.603002,64.49283599,0.000165208,0.001159751,192.6435238,192.6694978,1.144479003,7.094571222,0.632874949,,,,,
TwoMixedExp,33,929,1477.680352,53.25260245,1384.180344,1593.935953,62.59296283,0.000441887,0.000914205,192.996651,193.022597,1.15535191,7.198616353,0.636300377,,,,,
TwoMixedExp,37,930,1475.775554,52.55685684,1383.404173,1590.401443,61.33126609,0.002772471,0.002547303,194.3031231,194.3290411,1.16980464,7.326784196,0.640739665,,,,,
TwoMixedExp,39,931,1473.663893,51.81711943,1382.496097,1586.561498,60.49101782,0.006479084,0.003476243,196.0135593,196.0394492,1.185719745,7.467077883,0.645540919,,,,,
TwoMixedExp,41,934,1467.020544,49.64025963,1379.413632,1574.855963,73.71713972,0.000453583,0.011374105,205.5047801,205.5305866,1.23586314,7.924589789,0.660173345,,,,,
TwoMixedExp,42,935,1464.85287,48.97052716,1378.34696,1571.137641,72.46533,0.000900168,0.013895133,207.4720387,207.4978175,1.252339625,8.083015731,0.664826566,,,,,
TwoMixedExp,43,937,1460.533724,47.69190772,1376.137075,1563.867071,75.52617443,0.000579828,0.010125972,212.894848,212.9205715,1.285322443,8.411885418,0.673911141,,,,,
TwoMixedExp,44,938,1458.387438,47.08244146,1374.999559,1560.318109,74.35703674,0.001102131,0.01306744,214.9578393,214.9835353,1.301794945,8.582312755,0.678334288,,,,,
TwoMixedExp,46,939,1456.090871,46.45220694,1373.7487,1556.574198,73.66898934,0.002473732,0.015792447,217.334987,217.3606554,1.319410271,8.765775131,0.682981322,,,,,
TwoMixedExp,47,941,1451.563477,45.25920769,1371.207121,1549.314824,78.76058684,0.000997288,0.008341444,223.5094761,223.5350898,1.354365012,9.145039,0.691957022,,,,,
TwoMixedExp,48,943,1447.211598,44.168377,1368.678179,1542.473693,83.11761678,0.000470434,0.044831513,229.5821177,229.6076768,1.388299635,9.535818919,0.700358707,,,,,
TwoMixedExp,49,945,1443.039345,43.17004421,1366.180328,1536.030601,86.89611856,0.000253766,0.014296157,235.5537799,235.5792847,1.421159142,9.937529893,0.708200798,,,,,
TwoMixedExp,50,946,1440.995195,42.6973325,1364.931066,1532.913692,85.66500983,0.000487174,0.000192187,237.8561356,237.8816133,1.437368764,10.14409611,0.711964061,,,,,
TwoMixedExp,51,948,1436.99687,41.80202109,1362.441886,1526.887955,89.57315861,0.000256208,0.000305413,243.8589999,243.8844237,1.469294656,10.56837967,0.719173612,,,,,
TwoMixedExp,53,949,1434.947888,41.35919911,1361.141217,1523.838477,88.60122259,0.000630465,0.001276213,246.3478643,246.3732611,1.485734211,10.79333308,0.722788835,,,,,
TwoMixedExp,54,950,1432.904624,40.92718776,1359.829157,1520.820534,87.81856975,0.001035462,0.001603281,248.8883391,248.9137091,1.50219976,11.0243974,0.726342548,,,,,
TwoMixedExp,55,952,1428.936554,40.1128209,1357.242466,1515.018746,93.17859273,0.000395963,8.59E-05,255.3268748,255.3521913,1.53442361,11.49723663,0.733096746,,,,,
TwoMixedExp,56,953,1427.012466,39.72913412,1355.970582,1512.232345,92.26871246,0.000674062,1.78E-05,257.8375222,257.862812,1.550169631,11.73884755,0.736300565,,,,,
TwoMixedExp,58,954,1425.014821,39.33983366,1354.635712,1509.360991,91.77263906,0.001369682,4.55E-05,260.5508862,260.5761494,1.566562818,11.99392081,0.739581241,,,,,
TwoMixedExp,61,956,1420.834525,38.55243362,1351.79905,1503.417214,100.3063746,0.0004756,0.001889748,267.9189056,267.9441157,1.601055632,12.54476782,0.746303935,,,,,
TwoMixedExp,62,958,1416.921667,37.84110881,1349.103137,1497.914965,107.2522461,0.000124953,0.001566542,275.0607612,275.0859185,1.633739434,13.10371865,0.752399728,,,,,
TwoMixedExp,67,960,1412.684384,37.10391611,1346.130759,1492.034863,117.3209444,5.48E-05,0.000735191,283.1211778,283.1462824,1.669400028,13.73242727,0.758831694,,,,,
TwoMixedExp,68,961,1410.662797,36.76137883,1344.698016,1489.251242,116.7318188,8.73E-05,0.000326158,286.3844107,286.4094891,1.686579761,14.05147359,0.761823669,,,,,
TwoMixedExp,74,962,1408.341647,36.37863405,1343.035964,1486.07994,117.9076558,0.000398054,0.001678237,290.3171483,290.3422005,1.706342303,14.41581927,0.765235896,,,,,
TwoMixedExp,75,964,1403.94519,35.67289214,1339.857111,1480.118588,132.1398356,2.02E-05,0.00133058,299.3390046,299.3640046,1.744188506,15.15398592,0.771528788,,,,,
TwoMixedExp,78,965,1401.74118,35.32916492,1338.247298,1477.153777,132.5590272,4.72E-05,0.001138338,303.2981077,303.3230817,1.76334184,15.543587,0.774611784,,,,,
TwoMixedExp,83,968,1394.998713,34.31735538,1333.258474,1468.177091,180.4960304,9.95E-10,0.00093821,319.5703458,319.5952421,1.822702691,16.81870476,0.783769086,,,,,
TwoMixedExp,84,969,1392.947554,34.01933265,1331.725007,1465.46922,177.9655906,3.10E-09,0.001734777,323.5801483,323.6050188,1.841045493,17.24600511,0.786442657,,,,,
TwoMixedExp,85,970,1390.961042,33.73502101,1330.232882,1462.856805,175.7771944,8.57E-09,0.001025577,327.5448801,327.5697248,1.858935364,17.67814743,0.788982699,,,,,
TwoMixedExp,87,972,1387.126615,33.19815481,1327.333404,1457.842111,185.9100425,1.13E-09,0.000497756,336.8363322,336.8611256,1.893813768,18.56451101,0.793752661,,,,,
TwoMixedExp,99,973,1384.80681,32.88360332,1325.562518,1454.832093,187.3127747,7.40E-08,0.000943953,341.7975422,341.82231,1.91504896,19.1025564,0.79664612,,,,,
TwoMixedExp,101,974,1382.535274,32.58067646,1323.820214,1451.896546,188.8253042,1.01E-07,0.000302441,346.7632075,346.7879498,1.93601392,19.65380019,0.799427147,,,,,
TwoMixedExp,111,975,1379.964399,32.2453045,1321.8361,1448.591518,194.9087358,6.05E-07,0.000220149,352.5012887,352.5260055,1.959898118,20.28626627,0.802573637,,,,,
TwoMixedExp,114,976,1377.429353,31.92050127,1319.870018,1445.346259,200.8691166,3.82E-07,0.000231586,358.286963,358.3116543,1.983672019,20.94084165,0.805620175,,,,,
TwoMixedExp,119,977,1374.854323,31.59665166,1317.862995,1442.063925,208.1054054,3.32E-07,0.000100782,364.2925128,364.3171788,2.008043389,21.63466487,0.808670506,,,,,
TwoMixedExp,121,978,1372.368476,31.28918681,1315.917032,1438.90727,214.2498803,1.47E-07,0.000704693,370.2306579,370.2552986,2.031804736,22.34168418,0.811552954,,,,,
TwoMixedExp,126,979,1369.859695,30.98425336,1313.944323,1435.733932,221.569291,1.26E-07,0.00040774,376.3576779,376.3822933,2.056010742,23.08776416,0.814418858,,,,,
TwoMixedExp,128,980,1367.445572,30.69538423,1312.038574,1432.69089,227.7253664,5.56E-08,0.00014034,382.4052408,382.4298309,2.079536035,23.84642696,0.817115817,,,,,
TwoMixedExp,132,981,1365.056132,30.4139561,1310.144947,1429.689346,234.266227,4.19E-08,0.000131126,388.5355103,388.5600753,2.103042975,24.63489305,0.819738146,,,,,
TwoMixedExp,138,982,1362.63295,30.13314756,1308.217031,1426.656034,242.5048694,3.93E-08,8.91E-05,394.8907605,394.9153004,2.127106901,25.47074065,0.822361667,,,,,
TwoMixedExp,139,983,1360.34345,29.87149183,1306.38946,1423.798527,248.6273791,1.29E-08,5.36E-05,401.0725778,401.0970926,2.150073695,26.3091068,0.824775565,,,,,
TwoMixedExp,145,984,1358.032771,29.61135102,1304.538505,1420.92367,256.3599024,1.37E-08,1.70E-05,407.4541116,407.4786014,2.173468998,27.19424567,0.827178152,,,,,
TwoMixedExp,146,985,1355.852795,29.36905473,1302.787098,1418.218652,262.1047865,4.88E-09,0.000172856,413.6628452,413.6873101,2.195759397,28.08081375,0.829382224,,,,,
TwoMixedExp,157,986,1353.527936,29.11465536,1300.912692,1415.343071,272.9381744,1.16E-08,0.000100016,420.3883432,420.4127831,2.219741703,29.05870573,0.831729221,,,,,
TwoMixedExp,163,987,1351.214797,28.86508151,1299.04189,1412.490147,284.5722129,4.99E-09,0.000155439,427.2494651,427.2738801,2.243840918,30.08260682,0.834025403,,,,,
TwoMixedExp,166,988,1348.994306,28.62856155,1297.240974,1409.758533,294.4501958,1.29E-09,0.00010925,434.0384286,434.0628188,2.267209919,31.12472526,0.836174937,,,,,
TwoMixedExp,168,989,1346.886253,28.40667008,1295.526871,1407.171342,302.276297,3.90E-10,3.55E-05,440.6963735,440.7207389,2.289614983,32.1751946,0.838158058,,,,,
TwoMixedExp,169,990,1344.906096,28.20048856,1293.913049,1404.746286,307.9838553,1.39E-10,3.97E-07,447.1721944,447.1965352,2.310861056,33.22407476,0.839960755,,,,,
TwoMixedExp,174,991,1342.960985,28.00022384,1292.324038,1402.369363,314.3560252,1.51E-10,1.70E-07,453.7088805,453.7331966,2.33191564,34.30734822,0.841695533,,,,,
TwoMixedExp,181,992,1341.014183,27.80206413,1290.729874,1399.995608,322.439612,2.01E-10,1.57E-07,460.4088271,460.4331186,2.353171833,35.44280719,0.843406201,,,,,
TwoMixedExp,190,993,1339.036292,27.60307374,1289.106388,1397.589303,333.2951849,2.56E-10,1.08E-07,467.3611618,467.3854287,2.374956647,36.64824065,0.845126682,,,,,
TwoMixedExp,192,994,1337.165625,27.41672856,1287.567835,1395.317711,341.8482223,6.67E-11,2.98E-08,474.1734466,474.197689,2.395749768,37.85864384,0.846699378,,,,,
TwoMixedExp,195,995,1335.377982,27.24034229,1286.094769,1393.150811,349.2508496,3.03E-11,1.51E-07,480.9055671,480.929785,2.41579332,39.0824545,0.84815492,,,,,
TwoMixedExp,209,996,1333.490083,27.05617333,1284.53559,1390.867221,362.4924758,9.97E-11,1.40E-08,488.0998837,488.1240773,2.437133044,40.42023263,0.849700333,,,,,
TwoMixedExp,211,997,1331.709424,26.8840465,1283.062357,1388.716972,372.7807677,1.79E-11,1.68E-08,495.1414078,495.165577,2.457440659,41.76074602,0.851103456,,,,,
TwoMixedExp,217,999,1328.355226,26.56404237,1280.280232,1384.676269,448.5983733,,2.69E-08,510.4607323,510.4848529,2.496170931,44.5021992,0.853620065,,,,,
TwoMixedExp,265,1000,1326.219844,26.364082,1278.502796,1382.112453,486.2645907,,1.20E-10,519.1578782,519.1819746,2.521117968,46.28757777,0.855343344,,,,,
ThreeMixedExp,8,770,1433.723482,,,,66.78836589,,0,130.0970568,130.1755908,1.775321037,1.775326557,1.775326762,0.351932042,0.350495238,,,
ThreeMixedExp,9,783,1416.783821,29.10562472,1363.52924,1477.839838,53.7214542,,0,119.9861394,120.0633595,1.878666097,1.87867469,1.878674858,0.3450836,0.351961852,,,
ThreeMixedExp,10,806,1387.148987,34.21102379,1325.690594,1460.204688,71.8933584,,0,135.5036706,135.5786706,2.081874798,2.081891663,2.081891759,0.346009528,0.357318622,,,
ThreeMixedExp,11,818,1372.149055,31.91432335,1314.66824,1440.129957,65.49986333,,0,134.1643192,134.2382108,2.198025423,2.198054628,2.198054648,0.363770395,0.348945591,,,
ThreeMixedExp,12,831,1676.601671,612.6516455,1148.474813,4083.282693,56.97929097,,0,133.5412036,133.6139308,0.205202401,2.557902132,2.557902132,0.305699941,0.379892083,,,
ThreeMixedExp,13,840,1597.207872,285.2177041,1245.63487,2451.981319,51.40546682,,1.32E-06,132.5465574,132.6184998,0.329329819,2.755018396,2.755018396,0.307076008,0.376008767,,,
ThreeMixedExp,14,856,1560.521653,160.6041716,1323.214704,1972.061357,69.84589521,,1.46E-06,149.2126192,149.2832074,0.483278948,3.150361321,3.150361321,0.357216039,0.350426901,,,
ThreeMixedExp,15,862,1553.385038,139.9152937,1339.73079,1901.404904,62.29645316,,0,146.6298598,146.6999532,0.532403206,3.317144773,3.317144773,0.37854727,0.344617703,,,
ThreeMixedExp,16,869,1545.744699,121.0503238,1355.177484,1838.559002,57.93479704,,7.73E-08,147.269492,147.3390169,0.591025672,3.536271582,3.536271582,0.405091007,0.328381794,,,
ThreeMixedExp,17,878,1537.407902,103.7302599,1369.404894,1781.817617,60.24793896,2.04E-08,1.10E-07,153.3548782,153.4236855,0.662726475,3.848123521,3.848123521,0.438860972,0.309161123,,,
ThreeMixedExp,18,879,1536.439264,102.0256413,1370.73464,1776.207705,57.82500853,1.28E-07,3.16E-07,151.4503935,151.519122,0.671095795,3.886541604,3.886541604,0.44276968,0.307364704,,,
ThreeMixedExp,19,882,1532.963218,96.62593062,1374.643411,1758.187074,53.63935761,1.48E-06,2.34E-06,150.4015821,150.4700753,0.699739007,4.01487199,4.01487199,0.455764515,0.301986152,,,
ThreeMixedExp,20,890,1524.013454,84.80312214,1382.363175,1718.139501,62.64693857,8.80E-08,0.000137466,160.5242348,160.5921082,0.775286795,4.388716819,4.388716819,0.489819878,0.283452937,,,
ThreeMixedExp,21,894,1519.792499,80.09907698,1384.970842,1701.830405,59.33533796,6.77E-07,0.000346579,161.7663682,161.8339358,0.811637492,4.590803659,4.590803659,0.505982715,0.273819712,,,
ThreeMixedExp,22,898,1515.421543,75.81897418,1386.91654,1686.606385,57.05545111,3.19E-06,0.00038817,163.7407198,163.8079844,0.848846026,4.809557733,4.809557733,0.522124232,0.262975785,,,
ThreeMixedExp,23,906,1507.246852,68.91806583,1389.130762,1661.215699,70.81752879,3.29E-08,8.94E-06,176.6087323,176.675399,0.918928168,5.275232161,5.275232161,0.551642507,0.249541,,,
ThreeMixedExp,24,907,1506.226793,68.1559582,1389.274197,1658.316343,68.29377946,1.76E-07,4.92E-06,175.6832261,175.7498188,0.927595216,5.337288461,5.337288461,0.555175936,0.247533281,,,
ThreeMixedExp,25,911,1501.830419,65.14019885,1389.516444,1646.529237,66.94288886,5.70E-07,8.66E-05,179.1408702,179.2071686,0.964165337,5.603725484,5.603725484,0.569666533,0.239469201,,,
ThreeMixedExp,26,913,1499.543105,63.70429912,1389.456428,1640.747709,63.82394309,3.31E-06,0.000199856,179.3925474,179.4586995,0.982935662,5.745704679,5.745704679,0.576884177,0.236274878,,,
ThreeMixedExp,27,915,1497.0891,62.26593128,1389.246359,1634.810237,61.14649479,1.51E-05,0.000299965,180.0421114,180.108118,1.002752706,5.897311615,5.897311615,0.584315752,0.233886058,,,
ThreeMixedExp,28,917,1494.487935,60.83825943,1388.88494,1628.767772,58.90242167,5.50E-05,0.000849365,181.0597839,181.1256456,1.023499089,6.058650537,6.058650537,0.591906469,0.229158621,,,
ThreeMixedExp,29,918,1493.094822,60.11383729,1388.633239,1625.634864,57.00959419,0.000166742,0.000605603,181.0798227,181.1456122,1.034476579,6.144447299,6.1444473,0.595840298,0.226293644,,,
ThreeMixedExp,30,921,1488.753357,57.99189642,1387.653175,1616.220529,58.09787102,0.000190186,0.003670367,185.1852075,185.2507813,1.068454044,6.416803431,6.416803434,0.607718728,0.218699679,,,
ThreeMixedExp,31,925,1483.135426,55.47589349,1386.053944,1604.630114,63.73003135,5.18E-05,0.002733904,192.3673639,192.4326523,1.112505041,6.797081077,6.797081122,0.622539257,0.211544183,,,
ThreeMixedExp,32,928,1479.068482,53.79682515,1384.689,1596.602998,64.49283593,6.60E-05,0.000567887,196.6435238,196.7085997,1.144479008,7.094571099,7.094571414,0.63287495,0.206035864,,,
ThreeMixedExp,33,929,1477.680394,53.25261423,1384.180367,1593.936022,62.59296571,0.000188,0.000349246,196.996651,197.0616564,1.155351653,7.198615332,7.198615846,0.636300318,0.203446953,,,
ThreeMixedExp,37,930,1475.775525,52.5568579,1383.404143,1590.401418,61.33126424,0.00136676,0.000779055,198.3031231,198.3680582,1.169804821,7.326784418,7.326785208,0.640739706,0.201305484,,,
ThreeMixedExp,39,931,1473.663912,51.8171471,1382.496072,1586.561583,60.49101898,0.003426208,0.001166632,200.0135593,200.0784241,1.185719624,7.467076816,7.467078356,0.645540892,0.198871815,,,
ThreeMixedExp,41,934,1467.020759,50.59706515,1377.90632,1577.149356,73.71716888,0.000211546,0.004878397,209.5047801,209.5694353,1.235861765,7.924551258,7.924627785,0.660173047,0.189928946,,,
ThreeMixedExp,42,935,1464.853451,48.86735505,1378.510798,1570.891853,72.46540376,0.000437941,0.00547453,211.4720387,211.5366243,1.252335869,8.082949608,8.083069899,0.66482576,0.188167915,,,
ThreeMixedExp,43,937,1460.534528,49.96225093,1372.551016,1569.296668,75.52628738,0.000278597,0.006125372,216.894848,216.9592948,1.285317165,8.411794134,8.411957726,0.673910032,0.183407347,,,
ThreeMixedExp,44,938,1458.388229,49.10704641,1371.794317,1565.150565,74.35714002,0.000550833,0.009005456,218.9578394,219.022217,1.301789723,8.582214279,8.582393719,0.678333202,0.180940931,,,
ThreeMixedExp,46,939,1456.091684,48.20854013,1370.96159,1560.757851,73.66909009,0.001308086,0.006526367,221.334987,221.3992957,1.319404861,8.765661762,8.765874864,0.68298021,0.179932301,,,
ThreeMixedExp,47,941,1451.564223,46.99768948,1368.438883,1553.443887,78.76069923,0.000507641,0.003499445,227.5094761,227.5736472,1.354359962,9.144882047,9.145198691,0.691956008,0.175611279,,,
ThreeMixedExp,48,943,1447.212323,45.80141857,1366.069329,1546.341487,83.11773944,0.000233067,0.020776644,233.5821177,233.6461518,1.388294652,9.535595856,9.536063654,0.70035773,0.170587281,,,
ThreeMixedExp,49,945,1443.040052,44.6957212,1363.735731,1539.63488,86.89624676,0.000123346,0.005985111,239.5537799,239.6176777,1.421154212,9.937183378,9.937926323,0.708199854,0.164502099,,,
ThreeMixedExp,50,946,1440.995865,44.15467652,1362.592581,1536.352267,85.6651222,0.000245224,5.51E-05,241.8561356,241.9199654,1.437364052,10.1436489,10.1446196,0.71196317,0.161842257,,,
ThreeMixedExp,51,948,1478.667251,81.73092359,1343.347591,1667.318901,85.96355147,0.000322114,0.004357701,246.4587074,246.5224016,1.025282145,2.965734582,11.60747797,0.503879166,0.274056068,,,
ThreeMixedExp,53,949,1479.191981,80.58503096,1345.428709,1664.753533,84.87001189,0.000819145,0.002183192,248.7043316,248.7679583,1.024724026,3.057007637,11.95610055,0.507005423,0.27799315,,,
ThreeMixedExp,54,950,1479.67533,79.56607544,1347.303271,1662.500014,83.95293222,0.001388151,0.00090462,250.9827208,251.0462801,1.024218141,3.142957913,12.31490934,0.509711623,0.281977436,,,
ThreeMixedExp,55,952,1480.545044,77.98015442,1350.348253,1659.125706,88.19199331,0.000695483,0.002150947,256.8632717,256.9266966,1.022662608,3.290193352,13.0416053,0.513469254,0.289987952,,,
ThreeMixedExp,56,953,1480.941133,77.36129856,1351.595835,1657.870061,87.21124453,0.001192261,0.005283374,259.0813972,259.1447552,1.021679236,3.353078438,13.408001,0.514732063,0.293865098,,,
ThreeMixedExp,58,954,1481.299186,76.67699755,1352.902212,1656.411036,86.55694052,0.0024659,0.005222844,261.4684123,261.5317035,1.021390466,3.420986204,13.80098647,0.516421899,0.297417952,,,
ThreeMixedExp,61,956,1481.894389,75.19860413,1355.565295,1653.107053,93.08362141,0.001361543,0.00128976,268.0799992,268.1431571,1.022513945,3.567105135,14.66584519,0.520646945,0.303722834,,,
ThreeMixedExp,62,958,1482.432679,74.17586524,1357.538303,1650.954843,98.43922336,0.000541615,0.000284907,274.4604515,274.5234767,1.022412529,3.680199221,15.51666087,0.523065876,0.309633874,,,
ThreeMixedExp,67,960,1482.792155,72.89405444,1359.718919,1647.973328,105.8877921,0.000436632,0.000870517,281.5878876,281.6507807,1.024989853,3.815482201,16.50401653,0.527044879,0.314436474,,,
ThreeMixedExp,68,961,1482.958132,72.38555702,1360.609626,1646.817336,105.2265197,0.000676539,0.00132248,284.3845175,284.4473447,1.025865315,3.87270528,16.99397152,0.528495808,0.316675403,,,
ThreeMixedExp,74,962,1483.014121,71.62124404,1361.7655,1644.900195,105.6953495,0.00297149,0.002057212,287.7284637,287.7912252,1.028692525,3.952789682,17.58477442,0.531265928,0.318470486,,,
ThreeMixedExp,75,964,1483.115933,70.40216863,1363.629104,1641.865576,115.7813193,0.000478417,0.000776038,295.5829944,295.6456249,1.033134052,4.088326595,18.75332938,0.535475156,0.321834449,,,
ThreeMixedExp,78,965,1483.127412,69.82043787,1364.486053,1640.386907,115.8364366,0.001053759,0.008429718,298.9206268,298.9831919,1.03554175,4.154607746,19.36859918,0.537526707,0.323288014,,,
ThreeMixedExp,83,968,1482.974156,68.09069903,1366.866031,1635.828928,149.6251438,1.99E-06,0.001082928,313.1285012,313.1908712,1.044086511,4.356542538,21.38692404,0.543909644,0.326714695,,,
ThreeMixedExp,84,969,1482.94895,67.67635206,1367.45007,1634.752058,148.1078913,4.08E-06,0.011266152,316.4869583,316.5492636,1.046054791,4.408527668,22.03587724,0.545297015,0.327749121,,,
ThreeMixedExp,85,970,1482.927851,67.30684689,1367.973163,1633.794344,146.8167454,7.76E-06,0.011209104,319.8093806,319.8716213,1.047803492,4.455998021,22.68196332,0.546487092,0.328710869,,,
ThreeMixedExp,87,972,1482.881061,66.651501,1368.893995,1632.089767,154.8405676,2.11E-06,0.001730038,327.824628,327.8867398,1.05098007,4.542257505,23.98337487,0.548520835,0.330398464,,,
ThreeMixedExp,99,973,1482.678215,66.09086178,1369.526294,1630.478163,155.495884,6.88E-05,0.007765367,331.9243589,331.9864065,1.054834375,4.611382895,24.82656789,0.550799585,0.330774216,,,
ThreeMixedExp,101,974,1482.472503,65.57059281,1370.097801,1628.968115,156.2883584,9.94E-05,0.004044151,336.0246028,336.0865863,1.058526197,4.676981176,25.68164677,0.552903515,0.331088267,,,
ThreeMixedExp,111,975,1482.127312,64.90326684,1370.754347,1626.956223,159.2930157,0.000629633,0.005772463,340.7145862,340.7765057,1.063810976,4.760742994,26.69824944,0.555827184,0.331077446,,,
ThreeMixedExp,114,976,1481.771507,64.27530188,1371.344446,1625.03637,162.3483104,0.0007024,0.005781848,345.4346315,345.4964872,1.068982826,4.841636609,27.74257077,0.558586075,0.331001714,,,
ThreeMixedExp,119,977,1481.374989,63.64574223,1371.899651,1623.076357,166.0563115,0.001062592,0.002058502,350.3164964,350.3782884,1.074425608,4.924450183,28.85071496,0.561397097,0.330805473,,,
ThreeMixedExp,121,978,1480.991953,63.07535147,1372.381491,1621.280232,169.4086774,0.000901994,0.010341936,355.144208,355.2059364,1.079506056,5.00154543,29.96445319,0.563927215,0.330591419,,,
ThreeMixedExp,126,979,1480.575871,62.50714996,1372.829745,1619.460145,173.3561279,0.001279216,0.021119527,360.1120537,360.1737186,1.084788447,5.07986446,31.13859469,0.566483013,0.330274908,,,
ThreeMixedExp,128,980,1480.178024,61.99232601,1373.217148,1617.792982,176.9276998,0.001049055,0.017074522,365.0209519,365.0825536,1.089704576,5.152618504,32.31517553,0.568778743,0.32995136,,,
ThreeMixedExp,132,981,1479.768616,61.49583899,1373.5671,1616.162196,180.7572154,0.001227229,0.012581168,369.9935359,370.0550743,1.094608722,5.224162865,33.53012512,0.571003873,0.329568324,,,
ThreeMixedExp,138,982,1479.321147,60.99164327,1373.893008,1614.477288,185.3819879,0.001829352,0.010134861,375.1354796,375.196955,1.09979133,5.298025491,34.81871247,0.573303197,0.329080716,,,
ThreeMixedExp,139,983,1478.911746,60.5472867,1374.166721,1612.979317,189.2638095,0.001189267,0.009171271,380.1547186,380.2161311,1.104450819,5.364700862,36.0867411,0.575292347,0.32862694,,,
ThreeMixedExp,145,984,1478.469685,60.09690984,1374.418816,1611.436257,193.8951328,0.001751338,0.016050595,385.3267026,385.3880522,1.1093459,5.433285679,37.42486619,0.57734179,0.328082632,,,
ThreeMixedExp,146,985,1478.066275,59.69884405,1374.63015,1610.061319,197.8255304,0.001137692,0.027745515,390.3802735,390.4415606,1.113750006,5.495239777,38.74011204,0.579114767,0.327576963,,,
ThreeMixedExp,157,986,1477.569922,59.24553758,1374.835819,1608.46114,203.8771971,0.003178354,0.016597021,395.8185821,395.8798066,1.119002498,5.566383097,40.21207503,0.581230954,0.326877833,,,
ThreeMixedExp,163,987,1477.053218,58.79751733,1375.014653,1606.855682,210.3913151,0.003369892,0.014285306,401.3638152,401.4249773,1.124358319,5.637931312,41.74727091,0.583342173,0.32611648,,,
ThreeMixedExp,166,988,1476.556074,58.38316556,1375.162165,1605.353399,216.3985249,0.002350037,0.020172586,406.8665752,406.927675,1.129431627,5.705422186,43.29008395,0.58527987,0.325365443,,,
ThreeMixedExp,168,989,1476.089867,58.00720169,1375.282009,1603.976625,221.7380763,0.001516825,0.030613287,412.2860391,412.3470768,1.134128636,5.767841981,44.82175337,0.587011624,0.324646481,,,
ThreeMixedExp,169,990,1475.664437,57.6728429,1375.378632,1602.742504,226.3174257,0.000911675,0.025247017,417.5868472,417.6478228,1.138372434,5.824388652,46.32425352,0.588513574,0.323978746,,,
ThreeMixedExp,174,991,1475.232821,57.34581414,1375.45854,1601.521099,231.2274124,0.001049353,0.027678133,422.9449856,423.0058993,1.142621129,5.880417114,47.86703236,0.589987435,0.323280507,,,
ThreeMixedExp,181,992,1474.775339,57.01297734,1375.522651,1600.261056,236.9079524,0.001500241,0.016258092,428.4345971,428.495449,1.147060936,5.938096966,49.48278113,0.591511863,0.322518238,,,
ThreeMixedExp,190,993,1474.274467,56.664048,1375.56968,1598.920206,243.7972626,0.002430907,0.006388243,434.1200638,434.1808541,1.151850785,5.999239609,51.20309694,0.593150008,0.321661997,,,
ThreeMixedExp,192,994,1473.805608,56.34596427,1375.601086,1597.686648,249.9278686,0.001437495,0.025013375,439.7198097,439.7805384,1.156293963,6.055902989,52.90639362,0.594615808,0.320847139,,,
ThreeMixedExp,195,995,1473.357165,56.04957863,1375.619489,1596.526572,255.6936075,0.001040885,0.033304584,445.2774257,445.338093,1.160506915,6.109476032,54.60924197,0.595962269,0.320054303,,,
ThreeMixedExp,209,996,1472.824011,55.71296649,1375.617607,1595.186544,263.8768847,0.00299847,0.014610757,451.1827834,451.2433895,1.165444798,6.17080497,56.49374901,0.59757093,0.319097335,,,
ThreeMixedExp,211,997,1472.324757,55.40557899,1375.604246,1593.951421,271.0939126,0.001576414,0.010381777,456.994608,457.0551529,1.170032273,6.227716404,58.3570818,0.599012929,0.318188484,,,
ThreeMixedExp,217,999,1471.367955,54.83845822,1375.545864,1591.639453,318.2170882,3.15E-06,0.005975372,469.9465457,470.0069687,1.178723462,6.334880326,62.11715486,0.601636648,0.316412201,,,
ThreeMixedExp,265,1000,1470.554055,54.39165776,1375.442178,1589.760904,335.3062917,0.001117384,0.022758943,476.9979665,477.0583286,1.185960175,6.420181382,64.68766572,0.604002508,0.314911325,,,
FourMixedExp,10,806,1387.148987,35.48484868,1323.609586,1463.164086,71.8933584,,0,139.5036706,139.6440215,2.081871119,2.081890383,2.08189039,2.081890403,0.235301975,0.28379029,0.27363775,
FourMixedExp,11,818,10823699729,,,,58.59201658,,0,134.4664266,134.6046982,4.08E-09,2.323475047,2.323475047,2.323475047,0.999999898,3.81E-08,3.70E-08,
FourMixedExp,12,831,1676.602126,836.4068745,1102.460665,5467.962746,56.97929238,,0,137.5412036,137.677291,0.205202049,2.55790202,2.55790202,2.55790202,0.305700098,0.260071148,0.248947876,
FourMixedExp,13,840,1597.207821,285.1003005,1245.716051,2451.501356,51.40546639,,1.99E-07,136.5465574,136.6811728,0.329329912,2.755018441,2.755018441,2.755018441,0.307076003,0.258540007,0.248562915,
FourMixedExp,14,856,1560.521731,158.7513501,1325.196098,1966.138934,69.84589785,,2.43E-07,153.2126192,153.3446947,0.483278695,3.150361129,3.150361129,3.150361129,0.357216004,0.240887049,0.229729014,
