"","tau","Model","Est","SE","AICc","GOF0","GOF5"
"262",19,"TwoMixedExp",1532.96477364989,96.6276975592305,146.428916992256,5.938e-06,4.818e-06
"263",20,"TwoMixedExp",1524.0147162087,84.8044598107085,156.551322881331,3.819e-07,0.004042
"264",21,"TwoMixedExp",1519.79371956228,80.1003760030621,157.793334477295,2.619e-06,0.0005258
"265",22,"TwoMixedExp",1515.42264898424,75.8202305071885,159.767565441658,1.12e-05,0.003537
"266",23,"TwoMixedExp",1507.24782737854,68.919150836228,172.635339878979,1.339e-07,0.001844
"267",24,"TwoMixedExp",1506.22772505077,68.1570956170127,171.709804216615,6.579e-07,9.406e-06
"268",25,"TwoMixedExp",1501.83131006271,65.1413135295946,175.16733110617,1.984e-06,0.0002374
"269",26,"TwoMixedExp",1499.54395327925,63.7053534519805,175.41895001899,1.05e-05,0.0006982
"270",27,"TwoMixedExp",1497.08990185534,62.2668478897074,176.068456112202,4.393e-05,0.000789
"271",28,"TwoMixedExp",1494.48874109783,60.8391628322848,177.086070859848,0.0001479,0.002138
"272",29,"TwoMixedExp",1493.09562275909,60.1147360995841,177.106080914502,0.0004175,0.0009898
"273",30,"TwoMixedExp",1488.75407698779,57.9926992066293,181.211379842165,0.0004657,0.006462
"274",31,"TwoMixedExp",1483.13614001658,55.4765896025995,188.393422571344,0.0001331,0.005723
"275",32,"TwoMixedExp",1479.06911152057,53.7974679376666,192.669497840499,0.0001652,0.01708
"276",33,"TwoMixedExp",1477.68100520827,53.2532107705598,193.022596969328,0.0004419,0.0005678
"277",37,"TwoMixedExp",1475.77615820349,52.5574283811285,194.329041053769,0.0009379,0.001252
"278",39,"TwoMixedExp",1473.66454050172,51.8176859060826,196.039449233556,0.00171,0.002153
"279",41,"TwoMixedExp",1467.0211158656,49.6407423081796,205.530586571021,6.067e-05,0.007403
"280",42,"TwoMixedExp",1464.8534446211,48.9710059009225,207.49781745804,0.0001343,0.01021
"281",43,"TwoMixedExp",1460.5342813355,47.6923460304041,212.920571468384,8.404e-05,0.0163
"282",44,"TwoMixedExp",1458.38797867648,47.0828476676613,214.983535280312,0.0001768,0.01925
"283",46,"TwoMixedExp",1456.09143708368,46.4526233668924,217.360655420885,0.000316,0.02199
"284",47,"TwoMixedExp",1451.56398330549,45.2595736396745,223.535089778882,0.0001139,0.002438
"285",48,"TwoMixedExp",1447.2120871929,44.1687105649272,229.607676770009,4.971e-05,0.03541
"286",49,"TwoMixedExp",1443.03981867721,43.1703522520368,235.579284706206,2.54e-05,0.06258
"287",50,"TwoMixedExp",1440.99563272222,42.6976250613554,237.881613289974,5.434e-05,0.06147
"288",51,"TwoMixedExp",1436.99735320631,41.8023074257234,243.884423662122,2.697e-05,0.0214
"289",53,"TwoMixedExp",1434.94833823215,41.3594753382513,246.373261122052,5.29e-05,0.0219
"290",54,"TwoMixedExp",1432.90504760929,40.9274563110861,248.913709080743,9.626e-05,3.77e-05
"291",55,"TwoMixedExp",1428.93697907651,40.1130720772959,255.352191270037,3.262e-05,0.0009516
"292",56,"TwoMixedExp",1427.01286513547,39.7293677196314,257.862812008428,6.153e-05,0.001417
"293",58,"TwoMixedExp",1425.01520941469,39.3400554008312,260.576149380737,0.0001018,0.002607
"294",61,"TwoMixedExp",1420.83493016486,38.5526444797239,267.944115710438,1.471e-05,0.003968
"295",62,"TwoMixedExp",1416.9220398292,37.8413039424486,275.085918468849,3.096e-06,0.0006446
"296",67,"TwoMixedExp",1412.68470079653,37.104092218104,283.14628235496,2.468e-07,0.001603
"297",68,"TwoMixedExp",1410.66311652308,36.7615547183974,286.409489072033,4.586e-07,0.006307
